signal_per_cycle,background_per_s,detections_per_cycle,raw_bias_mm,corrected_bias_mm
0.05,1000000.0,0.04400251816690004,-0.06323403429034917,0.00014255885462288606
0.15,3000000.0,0.12628408831196558,-0.18927241211091017,0.00014255885462288606
0.5,5000000.0,0.2591817793182821,-0.6097891858844106,0.00014255885462288606
1.0,8000000.0,0.41725174762601025,-1.1965171806979287,0.00014255885462288606
2.0,10000000.0,0.5934303402594008,-2.3065965771819763,0.00014255885263902597
4.0,15000000.0,0.8079500913792459,-4.332262326952163,0.00014255885263902597
